date,pred,p_up,regime,alloc,btc_fwd,strat,variant
2022-01-07,0.036452628672122955,0.600062370300293,BEAR,0.4471173552839426,0.03592991275662505,0.01702616135233597,baseline_H1_32feat_160bags
2022-01-14,-0.018508534878492355,0.34949469566345215,BEAR,0.0,-0.15361486633986654,0.0017386579126654755,baseline_H1_32feat_160bags
2022-01-21,0.07198993116617203,0.7088128924369812,BEAR,1.0,0.034881031331603474,0.034881031331603474,baseline_H1_32feat_160bags
2022-01-28,0.035257913172245026,0.7981101870536804,BEAR,0.5228928628872993,0.10228106699020278,0.05436334822157279,baseline_H1_32feat_160bags
2022-02-04,-0.01506503950804472,0.3054644465446472,BEAR,0.0,0.019230172522655353,0.0020100141164518526,baseline_H1_32feat_160bags
2022-02-11,0.0002111975336447358,0.1809718757867813,BEAR,0.0031417276927905623,-0.056622109972381485,0.0018258079485148325,baseline_H1_32feat_160bags
2022-02-18,-0.005355436354875565,0.1742021143436432,BEAR,0.0,-0.018893823152994815,0.0020100141164518526,baseline_H1_32feat_160bags
2022-02-25,0.03739560768008232,0.581641435623169,BEAR,0.4335324203431003,0.10048223866032857,0.04356230812790529,baseline_H1_32feat_160bags
2022-02-28,0.002565445378422737,0.30107325315475464,BEAR,0.036628461235509994,-0.09294114921223351,-0.0022429236687857954,baseline_H1_32feat_160bags
2022-03-04,0.00753400195389986,0.3222649395465851,BEAR,0.10566346146010613,0.07134471524695862,0.008616673825318964,baseline_H1_32feat_160bags
2022-03-09,0.00741557264700532,0.32084518671035767,BEAR,0.10414516225597813,-0.0765858139784954,-0.007256203537515242,baseline_H1_32feat_160bags
2022-03-11,0.024776490405201912,0.42690524458885193,BEAR,0.27858275903007557,0.07818160645728844,0.02328171384481189,baseline_H1_32feat_160bags
2022-03-18,-0.004278642125427723,0.2607199549674988,BEAR,0.0,0.061202164592668584,0.0021888639370755136,baseline_H1_32feat_160bags
2022-03-25,0.014239558950066566,0.564264714717865,BEAR,0.1546236907418219,0.04446376651992301,0.008725565400186371,baseline_H1_32feat_160bags
2022-04-01,0.01070188544690609,0.3786885738372803,BEAR,0.13813887123737612,-0.08710406237731849,-0.010145960113477072,baseline_H1_32feat_160bags
2022-04-08,0.00039839130477048457,0.38816964626312256,BEAR,0.00503507215615119,-0.04023737568934593,0.001539295162762746,baseline_H1_32feat_160bags
2022-04-15,-0.020722264423966408,0.5002315044403076,BEAR,0.0,-0.020781270421361242,0.0017507081948180403,baseline_H1_32feat_160bags
2022-04-22,-0.05034946650266647,0.30499595403671265,BEAR,0.0,-0.0280305460853133,0.0021888639370755136,baseline_H1_32feat_160bags
2022-04-29,-0.043832775205373764,0.4650424122810364,BEAR,0.0,-0.06690674267432661,0.0022597891420201854,baseline_H1_32feat_160bags
2022-05-06,-0.04701270908117294,0.3469509184360504,BEAR,0.0,-0.16486638305292656,0.0004727899999998897,baseline_H1_32feat_160bags
2022-05-09,0.00017857924103736877,0.48914894461631775,BEAR,0.0014481040464591887,-0.0262419159797197,0.0018517600411365872,baseline_H1_32feat_160bags
2022-05-13,-0.003073787782341242,0.6552751064300537,BEAR,0.0,-0.0029378172263850866,0.0023661863609196754,baseline_H1_32feat_160bags
2022-05-20,-0.03318943828344345,0.5422684550285339,BEAR,0.0,-0.019561309694424933,0.0023661863609196754,baseline_H1_32feat_160bags
2022-05-27,-0.018533576279878616,0.5127151012420654,BEAR,0.0,0.03738796638467612,0.0023661863609196754,baseline_H1_32feat_160bags
2022-06-03,-0.05696650594472885,0.5774362683296204,BEAR,0.0,-0.02048234675781746,0.0023661863609196754,baseline_H1_32feat_160bags
2022-06-10,-0.04123453050851822,0.4580410122871399,BEAR,0.0,-0.22702107942147431,0.0004727899999998897,baseline_H1_32feat_160bags
2022-06-13,-0.0059043304063379765,0.6248170137405396,BEAR,0.0,-0.09276746410547054,0.0009458035303839818,baseline_H1_32feat_160bags
2022-06-16,0.00021699424542021006,0.7438898086547852,BEAR,0.0031731261009354285,0.0033086110646816103,0.0004993126342811423,baseline_H1_32feat_160bags
2022-06-17,-0.021199151873588562,0.747910737991333,BEAR,0.0,0.005139038371062998,0.0,baseline_H1_32feat_160bags
2022-06-19,-0.02461201325058937,0.7242511510848999,BEAR,0.0,0.032258675998833475,0.002454255806815686,baseline_H1_32feat_160bags
2022-06-24,-0.05748157575726509,0.3819226622581482,BEAR,0.0,-0.09218940477989834,0.002454255806815686,baseline_H1_32feat_160bags
2022-07-01,0.009352423250675201,0.642122745513916,BEAR,0.12541033822741093,0.12007126629944298,0.017204644873993015,baseline_H1_32feat_160bags
2022-07-08,-0.03740481287240982,0.2748735845088959,BEAR,0.0,-0.035411847787077844,0.002454255806815686,baseline_H1_32feat_160bags
2022-07-15,-0.05147272348403931,0.3401006758213043,BEAR,0.0,0.08904399607489966,0.002454255806815686,baseline_H1_32feat_160bags
2022-07-22,-0.0521269254386425,0.28283488750457764,BEAR,0.0,0.04800212300466877,0.002454255806815686,baseline_H1_32feat_160bags
2022-07-29,-0.06557667255401611,0.18593265116214752,BEAR,0.0,-0.019405016036595057,0.0024893448554390574,baseline_H1_32feat_160bags
2022-08-05,-0.058563314378261566,0.23207899928092957,BEAR,0.0,0.04681024106463427,0.002541980731312954,baseline_H1_32feat_160bags
2022-08-12,-0.041147224605083466,0.28296148777008057,BEAR,0.0,-0.1462603181159563,0.002541980731312954,baseline_H1_32feat_160bags
2022-08-19,-0.06023126840591431,0.3556603491306305,BEAR,0.0,-0.028478875551432026,0.002541980731312954,baseline_H1_32feat_160bags
2022-08-26,-0.04622853547334671,0.5919613838195801,BEAR,0.0,-0.014287302289159864,0.002541980731312954,baseline_H1_32feat_160bags
2022-09-02,-0.03947810083627701,0.4207262396812439,BEAR,0.0,0.0705823918171038,0.00203306817664739,baseline_H1_32feat_160bags
2022-09-09,-0.058958154171705246,0.1494954377412796,BEAR,0.0,-0.05554933939946938,0.0010160179420943827,baseline_H1_32feat_160bags
2022-09-13,-0.04913315922021866,0.24205932021141052,BEAR,0.0,-0.018354212962802374,0.001524413957286752,baseline_H1_32feat_160bags
2022-09-16,-0.05676934868097305,0.3802688717842102,BEAR,0.0,-0.02592446713426544,0.002541980731312954,baseline_H1_32feat_160bags
2022-09-23,-0.037378426641225815,0.4019739031791687,BEAR,0.0,0.006879244122963701,0.002541980731312954,baseline_H1_32feat_160bags
2022-09-30,-0.061721377074718475,0.218393474817276,BEAR,0.0,0.005533756791697986,0.002541980731312954,baseline_H1_32feat_160bags
2022-10-07,-0.05299009755253792,0.507214367389679,BEAR,0.0,-0.018082865977576135,0.00203306817664739,baseline_H1_32feat_160bags
2022-10-14,-0.04954150319099426,0.5658200979232788,BEAR,0.0,-0.0006549536343930518,0.002541980731312954,baseline_H1_32feat_160bags
2022-10-21,-0.00026496491045691073,0.7075057029724121,BEAR,0.0,0.07448562097266964,0.002541980731312954,baseline_H1_32feat_160bags
2022-10-28,-0.0072618708945810795,0.538156270980835,BEAR,0.0,0.027034009588264185,0.00203306817664739,baseline_H1_32feat_160bags
2022-11-04,-0.022076895460486412,0.44454970955848694,BEAR,0.0,-0.12300104215330443,0.0010160179420943827,baseline_H1_32feat_160bags
2022-11-08,-0.004974086303263903,0.6432598829269409,BEAR,0.0,-0.14149929666047167,0.0005078800000000161,baseline_H1_32feat_160bags
2022-11-09,0.0015529680531471968,0.593661904335022,BEAR,0.018704680530206262,0.10540476209915228,0.0024699426682793712,baseline_H1_32feat_160bags
2022-11-10,-0.026408737525343895,0.47198519110679626,BEAR,0.0,-0.03015939299420778,0.0005078800000000161,baseline_H1_32feat_160bags
2022-11-11,-0.025129590183496475,0.48045748472213745,BEAR,0.0,-0.021666859008418693,0.00203306817664739,baseline_H1_32feat_160bags
2022-11-18,-0.009784666821360588,0.5406056642532349,BEAR,0.0,-0.010676957806526222,0.002541980731312954,baseline_H1_32feat_160bags
2022-11-25,-0.027739664539694786,0.2292288988828659,BEAR,0.0,0.034535477849721774,0.002541980731312954,baseline_H1_32feat_160bags
2022-12-02,-0.03460479900240898,0.22166495025157928,BEAR,0.0,0.0020956265642606553,0.002541980731312954,baseline_H1_32feat_160bags
2022-12-09,-0.02990584447979927,0.28654828667640686,BEAR,0.0,-0.02898317196541933,0.002541980731312954,baseline_H1_32feat_160bags
2022-12-16,-0.06268410384654999,0.13472501933574677,BEAR,0.0,0.008801042801519054,0.002541980731312954,baseline_H1_32feat_160bags
2022-12-23,-0.06511060148477554,0.1361822634935379,BEAR,0.0,-0.0101928062699288,0.002541980731312954,baseline_H1_32feat_160bags
2022-12-30,-0.06072644144296646,0.15350642800331116,BEAR,0.0,0.020663580507096935,0.002541980731312954,baseline_H1_32feat_160bags
2023-01-06,-0.0034940645564347506,0.458997905254364,BEAR,0.0,0.17576671101108188,0.002541980731312954,baseline_H1_32feat_160bags
