date,mempool_size_bytes,mempool_tx_count,miners_revenue_usd,cost_per_tx_usd,total_fees_usd,n_transactions,sopr,nupl,sth_sopr,realized_price,sopr_ma7,sopr_ma30,sopr_below_1,nupl_ma30,nupl_capitulation,nupl_euphoria,sth_sopr_ma7,sth_capitulation,mempool_ma7,mempool_congestion,miners_revenue_ma30,miners_revenue_ratio
2023-05-12,,,27932158.24696612,54.85940196867013,173.44342629,509159.0,0.9979841775073652,0.2488,0.9991583411,20111.2131,1.0100756553241017,1.006487055240204,1,0.3018977777777777,0,0,1.0146462711714286,1,64777.833333333336,,29746507.19741529,0.9390063196862714
2023-05-13,,,,,,,0.9991510589017256,0.2508,0.9824958079,20110.8909,1.0099062936727237,1.0059897964437725,1,0.2987266666666667,0,0,1.0104370899285713,1,64777.833333333336,,29746507.19741529,
2023-05-14,129555227.5,102352.5,,,,,1.0028002386686865,0.2528,0.990928109,20113.1871,0.9996467425838168,1.005653126556237,0,0.2955866666666666,0,0,0.9976182445285716,1,81510.0,1.2557048214942952,29999277.519823104,
2023-05-15,,,,,,,1.0227206642244098,0.2606,0.9917166791,20134.7415,1.0021470534158117,1.0063206809383354,0,0.2929653333333333,0,0,0.9927532150714286,1,81510.0,,29999277.519823104,
2023-05-16,136896491.0,95097.5,30101350.30998529,50.7140936904815,113.01084452000003,566462.0,1.0047337061157453,0.2547,1.0329850039,20141.3383,1.003380904755656,1.0063385001386356,0,0.290406,0,0,0.9984147407428572,0,89436.83333333333,1.063292342267634,30012036.61859338,1.0029759290423024
2023-05-17,,,,,,,1.0005348022936225,0.2522,1.0028363736,20140.92165,1.0035089406320752,1.0063529113069682,0,0.288022,0,0,1.0003502803285715,0,89436.83333333333,,30012036.61859338,
2023-05-18,160175886.0,120197.5,,,,,0.998079621674828,0.2497,0.9945376384,20140.505,1.003714895626626,1.0058519285921386,1,0.2858133333333333,0,0,0.9992368504285716,1,105882.5,1.1351970344485631,29779113.044453856,
2023-05-19,,,,,,,0.9964476744025168,0.2511,0.9881693373,20137.6465,1.0034953951830765,1.0054170359246062,1,0.28391,0,0,0.9976669927428572,1,105882.5,,29779113.044453856,
2023-05-20,,,24375940.64003369,57.526244265376775,85.19281153999995,423736.0,1.0018941491491515,0.2569,0.9983311441,20139.3272,1.0038872652184228,1.0055079236221272,0,0.282835,0,0,0.9999291836285716,1,105882.5,,29103716.49390133,0.8375542225042515
2023-05-21,148922226.5,88411.0,,,,,1.0003526035637689,0.2479,0.9952814479,20139.4463,1.0035376030605776,1.005457302217195,0,0.282095,0,0,1.0005510891857143,1,101235.33333333331,0.8733215675686355,29103716.49390133,
2023-05-22,,,,,,,1.0237623319682552,0.2491,1.1059554149,20167.3031,1.00368641273827,1.0062571804757188,0,0.2809283333333333,0,0,1.0168709085857144,0,101235.33333333331,,29550978.380291868,
2023-05-23,170561210.5,122856.5,,,,,1.002968249504986,0.2591,0.9983634834,20171.6766,1.0034342046510183,1.0061973502283148,0,0.2802916666666666,0,0,1.0119249770857144,1,110488.33333333331,1.1119409289065212,29550978.380291868,
2023-05-24,,,25204426.061596133,62.15319567074488,64.87007901999998,405521.0,0.9968892912539228,0.2344,1.0056954679,20167.248,1.0029134173596328,1.0061646800245296,1,0.2785383333333333,0,0,1.0123334191285716,0,110488.33333333331,,29007659.3404549,0.8688886533649177
2023-05-25,175355995.0,159093.0,,,,,1.0102873531958454,0.238,0.9879360672,20181.9584,1.0046573790054925,1.006512065199579,0,0.2766116666666667,0,0,1.0113903375285715,1,123453.5,1.2886876435257,29007659.3404549,
2023-05-26,,,,,,,1.0000718909733652,0.2447,0.9734475852,20182.3037,1.0051751242298994,1.006132727583018,0,0.2748516666666666,0,0,1.0092872300857143,1,123453.5,,29668043.049273856,
2023-05-27,,,,,,,0.9998452944089103,0.2484,0.9950141365,20182.8981,1.0048824306955793,1.005947307076398,1,0.2723649999999999,0,0,1.0088133718571428,1,123453.5,,29668043.049273856,
2023-05-28,165397036.0,108204.5,29018379.77947518,58.48616726823951,62.56858108,496158.0,1.0069046214406492,0.2814,1.0005082874,20191.3693,1.005818433249419,1.005812655522183,0,0.271085,0,0,1.0095600632142858,0,130051.33333333331,0.8320137689220154,29586835.140549023,0.9807868817880162
2023-05-29,,,,,,,1.0044966823536052,0.2726,1.0149134901,20195.7031,1.0030661975901831,1.0058632211939686,0,0.269615,0,0,0.9965540739571428,0,130051.33333333331,,29586835.140549023,
2023-05-30,169024117.0,125502.5,,,,,1.0056342990375555,0.271,1.0197590084,20203.5777,1.003447061809122,1.0059910059722883,0,0.267985,0,0,0.9996105775285716,0,130933.33333333331,0.9585221486761712,29735236.30676297,
