time,asset_futures-funding-rate_funding-rate-open-interest,asset_futures-funding-rate_funding-rate-volume,asset_futures-open-interest_open-interest,asset_futures-volume_trade-count,asset_futures-volume_volume-usd,asset_futures-volume_volume-buy-usd,asset_futures-volume_volume-sell-usd,asset_marketcap_circulating-marketcap,asset_marketcap_circulating-marketcap-dominance,asset_marketcap_fully-diluted-marketcap,asset_price_open,asset_price_high,asset_price_low,asset_price_close,asset_price_volume,asset_sharpe-ratio_sharpe-ratio-30d,asset_sharpe-ratio_sharpe-ratio-90d,asset_sharpe-ratio_sharpe-ratio-1y,asset_sharpe-ratio_sharpe-ratio-3y,asset_supply_circulating-supply,asset_supply_total-supply,asset_volatility_volatility-30d,asset_volatility_volatility-90d,asset_volatility_volatility-1y,asset_volatility_volatility-3y,network_activity_txnCount24Hour,network_activity_activeAddresses24Hour,network_activity_newContractsDeployed24Hour,network_activity_contractDeployers24Hour,network_ecosystem_tvl24HourUsd,network_ecosystem_dexVolume24HourUsd,network_ecosystem_coreCommits24Hour,network_ecosystem_activeDevelopers24Hour,network_ecosystem_ecosystemCommits24Hour,network_financial_feeMedian24HourUsd,network_financial_rolling7dAvgFees,network_financial_avgFeePerTxn24Hour,network_financial_feesTotal24HourUsd,network_financial_feesSupplySide24HourUsd,network_financial_expenses24HourUsd,network_financial_revenue24HourUsd,network_financial_tokenIncentives24HourUsd,network_stablecoin_mints24HourUsd,network_stablecoin_burns24HourUsd,network_stablecoin_outstandingSupplyUsd,network_stablecoin_transferVolumeUsd
2010-03-13,,,,,,,,,,,,,,,,,,,,2259200.0,,,,,,154.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-14,,,,,,,,,,,,,,,,,,,,2265450.0,,,,,,127.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-15,,,,,,,,,,,,,,,,,,,,2272200.0,,,,,,140.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-16,,,,,,,,,,,,,,,,,,,,2278500.0,,,,,,129.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-17,,,,,,,,,,,,,,,,,,,,2285300.0,,,,,,139.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-18,,,,,,,,,,,,,,,,,,,,2292300.0,,,,,,149.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-19,,,,,,,,,,,,,,,,,,,,2299950.0,,,,,,162.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-20,,,,,,,,,,,,,,,,,,,,2309550.0,,,,,,204.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-21,,,,,,,,,,,,,,,,,,,,2318700.0,,,,,,190.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-22,,,,,,,,,,,,,,,,,,,,2327650.0,,,,,,186.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-23,,,,,,,,,,,,,,,,,,,,2338000.0,,,,,,220.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-24,,,,,,,,,,,,,,,,,,,,2346550.0,,,,,,182.0,2.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-25,,,,,,,,,,,,,,,,,,,,2355900.0,,,,,,202.0,2.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-26,,,,,,,,,,,,,,,,,,,,2365750.0,,,,,,213.0,2.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-27,,,,,,,,,,,,,,,,,,,,2374650.0,,,,,,184.0,2.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-28,,,,,,,,,,,,,,,,,,,,2383950.0,,,,,,192.0,2.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-29,,,,,,,,,,,,,,,,,,,,2393700.0,,,,,,207.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-30,,,,,,,,,,,,,,,,,,,,2404450.0,,,,,,221.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-03-31,,,,,,,,,,,,,,,,,,,,2414900.0,,,,,,214.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-04-01,,,,,,,,,,,,,,,,,,,,2423300.0,,,,,,179.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-04-02,,,,,,,,,,,,,,,,,,,,2431100.0,,,,,,161.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-04-03,,,,,,,,,,,,,,,,,,,,2439150.0,,,,,,166.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
2010-04-04,,,,,,,,,,,,,,,,,,,,2447700.0,,,,,,183.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-05,,,,,,,,,,,,,,,,,,,,2455350.0,,,,,,181.0,6.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-06,,,,,,,,,,,,,,,,,,,,2463300.0,,,,,,174.0,4.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-07,,,,,,,,,,,,,,,,,,,,2472950.0,,,,,,204.0,3.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-08,,,,,,,,,,,,,,,,,,,,2482100.0,,,,,,195.0,2.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-09,,,,,,,,,,,,,,,,,,,,2491550.0,,,,,,224.0,11.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-10,,,,,,,,,,,,,,,,,,,,2504550.0,,,,,,298.0,8.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-11,,,,,,,,,,,,,,,,,,,,2515700.0,,,,,,265.0,16.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-12,,,,,,,,,,,,,,,,,,,,2525850.0,,,,,,247.0,10.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-13,,,,,,,,,,,,,,,,,,,,2535300.0,,,,,,209.0,3.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-14,,,,,,,,,,,,,,,,,,,,2544300.0,,,,,,223.0,18.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-15,,,,,,,,,,,,,,,,,,,,2555100.0,,,,,,290.0,42.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-16,,,,,,,,,,,,,,,,,,,,2565200.0,,,,,,234.0,10.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-17,,,,,,,,,,,,,,,,,,,,2576250.0,,,,,,250.0,8.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-18,,,,,,,,,,,,,,,,,,,,2588500.0,,,,,,3351.0,3070.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-19,,,,,,,,,,,,,,,,,,,,2600100.0,,,,,,276.0,16.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-20,,,,,,,,,,,,,,,,,,,,2610350.0,,,,,,243.0,7.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-21,,,,,,,,,,,,,,,,,,,,2621300.0,,,,,,251.0,5.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-22,,,,,,,,,,,,,,,,,,,,2629250.0,,,,,,199.0,14.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-23,,,,,,,,,,,,,,,,,,,,2636750.0,,,,,,200.0,10.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-24,,,,,,,,,,,,,,,,,,,,2645150.0,,,,,,202.0,12.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-25,,,,,,,,,,,,,,,,,,,,2653050.0,,,,,,205.0,13.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-26,,,,,,,,,,,,,,,,,,,,2661250.0,,,,,,211.0,19.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-27,,,,,,,,,,,,,,,,,,,,2670250.0,,,,,,233.0,15.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-28,,,,,,,,,,,,,,,,,,,,2679250.0,,,,,,227.0,22.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-29,,,,,,,,,,,,,,,,,,,,2686600.0,,,,,,180.0,8.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-04-30,,,,,,,,,,,,,,,,,,,,2693800.0,,,,,,170.0,21.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-01,,,,,,,,,,,,,,,,,,,,2702950.0,,,,,,210.0,6.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-02,,,,,,,,,,,,,,,,,,,,2710700.0,,,,,,180.0,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-03,,,,,,,,,,,,,,,,,,,,2718650.0,,,,,,188.0,6.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-04,,,,,,,,,,,,,,,,,,,,2725450.0,,,,,,177.0,16.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-05,,,,,,,,,,,,,,,,,,,,2732300.0,,,,,,162.0,19.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-06,,,,,,,,,,,,,,,,,,,,2739750.0,,,,,,177.0,6.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-07,,,,,,,,,,,,,,,,,,,,2746350.0,,,,,,158.0,13.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-08,,,,,,,,,,,,,,,,,,,,2754050.0,,,,,,182.0,6.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-09,,,,,,,,,,,,,,,,,,,,2761200.0,,,,,,183.0,26.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-10,,,,,,,,,,,,,,,,,,,,2767600.0,,,,,,157.0,6.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-11,,,,,,,,,,,,,,,,,,,,2773150.0,,,,,,130.0,3.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-12,,,,,,,,,,,,,,,,,,,,2779500.0,,,,,,159.0,18.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-13,,,,,,,,,,,,,,,,,,,,2785900.0,,,,,,167.0,9.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-14,,,,,,,,,,,,,,,,,,,,2792050.0,,,,,,153.0,9.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2010-05-15,,,,,,,,,,,,,,,,,,,,2796600.0,,,,,,113.0,4.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,
