date,spot_open,spot_high,spot_low,spot_close,spot_volume_btc,spot_volume_usd,spot_trade_count,spot_taker_buy_btc,spot_taker_buy_usd,futures_open,futures_high,futures_low,futures_close,futures_volume_btc,futures_volume_usd,binance_funding_daily,binance_funding_mean,binance_funding_max,binance_funding_min,funding_count,gap_pct,true_range,atr_14,atr_pct,intraday_range_pct,candle_body_ratio,upper_shadow_ratio,lower_shadow_ratio,candle_direction,spot_taker_buy_ratio,spot_taker_sell_ratio,volume_per_trade,trade_count_zscore,basis_pct,basis_annualized,basis_ma7,basis_ma30,basis_zscore,has_futures_data,has_funding_data
2019-01-26,3566.69,3662.94,3545.0,3565.25,19476.532344,69841766.64693148,135369,10203.400315,36578851.51879908,3566.69,3662.94,3545.0,3565.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03926749296691408,117.94000000000005,121.75,3.414907790477526,3.308042914241639,0.012209598100729642,0.8160929286077663,0.1716974732915041,-1.0,0.5238817739618465,0.47611822603815346,0.14387734521197615,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-01-27,3565.62,3579.0,3486.0,3550.84,22735.598162,80743416.84653682,163855,11568.567399,41100311.44740031,3565.62,3579.0,3486.0,3550.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010377953860175046,93.0,116.26428571428573,3.274275543654057,2.61909857949105,0.15892473118279296,0.14387096774193667,0.6972043010752704,-1.0,0.5088305711848639,0.49116942881513614,0.13875437528302462,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-01-28,3550.05,3557.75,3380.27,3434.15,40405.111401,139258708.7643088,260799,20334.271739,70100390.81728584,3550.05,3557.75,3380.27,3434.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022248256750514346,177.48000000000002,114.30928571428574,3.328604915751663,5.168091085130237,0.6530313274735186,0.043385170160017,0.3035835023664644,-1.0,0.5032598855425192,0.4967401144574808,0.15492816844006305,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-01-29,3434.0,3443.45,3349.92,3411.04,29544.928977,100542807.46479908,189650,15626.311231,53180295.18051735,3434.0,3443.45,3349.92,3411.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004367893073980197,93.52999999999975,111.57571428571428,3.2710174693264893,2.7419789858811314,0.24548273281300223,0.10103710039559333,0.6534801667914044,-1.0,0.528899942293471,0.47110005770652896,0.155786601513314,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-01-30,3410.04,3478.0,3387.1,3458.18,23968.260243,82521122.86191754,180820,13324.339628,45877250.0578734,3410.04,3478.0,3387.1,3458.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02931657207186078,90.90000000000009,110.81928571428573,3.204555162376907,2.6285502778918417,0.5295929592959276,0.21804180418041963,0.2523652365236527,1.0,0.5559160111294024,0.44408398887059763,0.13255314811967703,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2019-01-31,3457.5,3489.2,3418.8,3434.1,29607.190253,101928346.97699685,198100,15325.828783,52764623.95051864,3457.5,3489.2,3418.8,3434.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01966352243086931,70.39999999999964,108.39714285714285,3.156493487584603,2.050027663725565,0.33238636363636664,0.45028409090909066,0.2173295454545427,-1.0,0.5176387442387271,0.48236125576127287,0.14945578118626957,-0.16379052807379452,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-01,3434.1,3488.0,3401.2,3462.07,25260.476159,87075914.2326683,167520,13533.344628,46664199.94907889,3434.1,3488.0,3401.2,3462.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.80000000000018,110.72214285714287,3.1981485890563413,2.5071705655864895,0.3222350230414769,0.2987327188940067,0.3790322580645164,1.0,0.5357517626673175,0.4642482373326825,0.15079080801695322,-0.8045355446843183,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-02,3462.2,3526.4,3440.29,3504.77,17920.802,62134037.97539881,153234,9637.41923,33417963.69624554,3462.2,3526.4,3440.29,3504.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003754978957665627,86.11000000000013,107.88928571428573,3.078355661406761,2.4569372597916592,0.49436766926024966,0.2511903379398453,0.25444199279990504,1.0,0.5377783444066845,0.4622216555933155,0.11695055927535664,-1.0656583970065814,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-03,3504.06,3511.09,3426.0,3458.11,19867.33639,68801620.06241606,138592,10126.716143,35070884.46205618,3504.06,3511.09,3426.0,3458.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020258105382094584,85.09000000000015,98.34357142857145,2.8438531865259185,2.46059263586179,0.5400164531672317,0.08261840404278044,0.37736514278998795,-1.0,0.509716851026752,0.490283148973248,0.14335124963922882,-1.3053154369967914,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-04,3458.11,3484.88,3433.31,3463.22,23131.981108,80024258.22766612,155686,12387.109781,42856551.66874073,3458.11,3484.88,3433.31,3463.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.570000000000164,96.0264285714286,2.7727498851192993,1.4890766396590505,0.09908861741321807,0.4200116346713252,0.4808997479154567,1.0,0.5354971423833657,0.46450285761663435,0.1485809970581812,-0.8971143145506646,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-05,3463.22,3478.97,3448.43,3471.59,25264.41503,87491347.06381486,162066,13642.823084,47248405.24357039,3463.22,3478.97,3448.43,3471.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.539999999999964,85.80428571428573,2.471613459950216,0.879712177993368,0.2740667976424478,0.2416502946954703,0.4842829076620819,1.0,0.5400015423986644,0.4599984576013356,0.15588966859180828,-0.7129570303515064,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-06,3471.57,3482.72,3380.0,3405.37,35310.244846,120500703.0051573,207024,18054.008347,61609674.49994292,3471.57,3482.72,3380.0,3405.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005761048971791545,102.7199999999998,86.46428571428571,2.5390570103773076,3.016412313493095,0.6444704049844275,0.10854750778815866,0.24698208722741374,-1.0,0.5112966060059815,0.4887033939940185,0.1705611177737847,0.23873402738076543,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-07,3407.0,3426.45,3390.0,3398.4,18665.538638,63611505.78657223,148209,9971.89096,33985909.98028422,3407.0,3426.45,3390.0,3398.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047865577015129314,36.44999999999982,84.79785714285711,2.4952288471885917,1.0725635593220284,0.23593964334704945,0.5336076817558276,0.23045267489712298,-1.0,0.5342407285101782,0.46575927148982177,0.12594065568217855,-0.9326145846447467,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-08,3398.4,3733.58,3373.1,3659.04,47968.058013,170118212.46197885,277242,25500.970345,90453750.95066436,3398.4,3733.58,3373.1,3659.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.48,105.9292857142857,2.8950021238982275,9.851764397218943,0.7230359520639144,0.20677984909010197,0.07018419884598363,1.0,0.5316239889905255,0.46837601100947446,0.1730187273681477,1.6532143910596748,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-09,3660.27,3680.02,3625.13,3665.18,24759.833719,90488500.0676624,192209,13208.14275,48274378.26417207,3660.27,3680.02,3625.13,3665.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033615374524465925,54.88999999999987,101.42571428571425,2.767277849538474,1.497607211651266,0.08945163053379242,0.27035889961741993,0.6401894698487877,1.0,0.5334503817715239,0.46654961822847607,0.1288172443485997,0.09647206999715006,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-10,3665.18,3684.99,3609.76,3680.06,23250.602634,84696423.96233752,171099,12445.220546,45337811.06485932,3665.18,3684.99,3609.76,3680.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.22999999999956,100.1564285714285,2.7215977068696846,2.0442601479323588,0.19779343347069248,0.0655323674066179,0.7366741991226896,1.0,0.535264429137893,0.46473557086210704,0.13588976343520418,-0.4294996532320035,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-11,3679.75,3684.9,3615.53,3631.05,24954.614571,90731831.90427426,172626,12713.191666,46221559.64321214,3679.75,3684.9,3615.53,3631.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008423775699307768,69.36999999999989,92.43428571428565,2.5456627067731272,1.9104666694206878,0.7020325789246057,0.07423958483494449,0.22372783624044984,-1.0,0.5094525355151799,0.4905474644848201,0.14455884148969447,-0.3807110773611603,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-12,3631.05,3667.6,3582.34,3631.46,29479.59823,106766439.99436474,198996,14986.119629,54283275.96877608,3631.05,3667.6,3582.34,3631.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.25999999999976,91.84357142857137,2.5291087173911144,2.3478160299163355,0.004808820079754347,0.4238798967863004,0.5713112831339452,1.0,0.5083556265617396,0.4916443734382604,0.14814166229471948,0.3851589238483713,0.0,0.0,0.0,0.0,0.0,0,0
2019-02-13,3631.51,3670.0,3591.75,3609.4,25773.997648,93350740.94830574,167690,13552.84642,49100779.82827613,3631.51,3670.0,3591.75,3609.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013768566912531572,78.25,90.93999999999993,2.519532332243584,2.1679503518590346,0.2825559105431326,0.4918849840255563,0.22555910543131108,-1.0,0.525834083058965,0.47416591694103505,0.15370026625320532,-0.4932719235302996,0.0,0.0,0.0,0.0,0.0,0,0
