date,price_usd,cusum_pos,mr_score_30d,adx,cusum_neg,structural_break_score,eth_btc_ratio,m2_yoy_growth,volatility_7d,basis_ma7,nupl_ma30,hurst_60d,eth,bb_position,eth_pctchg_30d,stablecoin_zscore,btc_gold_corr_30d,stablecoin_supply_change_30d,copper_return_30d,fractal_dimension_30d,kpss_stat_30d,half_life_60d,sortino_30d,volume_sma20_ratio,aroon_down_30d,basis_pct,fed_balance_sheet,velocity,price_fracdiff_05,fed_fracdiff_05,reserveRisk,puellMultiple,funding_rate_ma7
2025-02-28,84349.94,0.0272615653253261,50.58943336788804,42.90144376192709,0.1005988232249229,37.506551679332304,0.0265211063529127,0.0217937299850474,0.498440622742043,-0.0479826915488661,0.5512706049714498,0.5513608998484468,2237.9052734375,-0.0145662802449825,-0.2811095485130239,0.1025956840018023,0.0884259457507744,0.0361979822854792,0.0603640538156771,2.0,0.5974771920883198,22.89483861606696,-6.938084310703272,2.0899412458545945,93.33333333333331,-0.0596799476087315,6766101.0,-1.2245037119430502,4.085192141792822,5.698739108242508,0.0010556375,1.077,5.064e-05
2025-03-01,86064.53,0.0270616836537617,38.57532150607448,44.43871597746006,0.0999991782102299,38.33275174153188,0.0257606639243597,0.0217937299850474,0.5487458039775246,-0.0503566278870712,0.5478443734003954,0.5940359954489962,2216.643310546875,0.1236319715196019,-0.3174897035662957,0.1583375712312626,0.0254965190768229,0.0389256099816215,0.0528218350490425,2.0,0.6602361031543628,15.448184671487232,-6.603580233976817,0.782796529229276,90.0,-0.0660318484281523,6766101.0,-1.1228959220465873,4.111875823842169,5.69893587553644,0.0010811141,1.015,3.8371428571428565e-05
2025-03-02,94270.0,0.0885026887737703,31.52348098596673,42.68797895895892,0.0894655796964344,42.52287390248309,0.0267261194858735,-0.0024273588372499,0.9591419024135548,-0.0516322726191751,0.5446167274726539,0.5478413343342411,2519.694580078125,0.5380802850972128,-0.2360545694077156,0.0563983410987503,0.0038232686934305,0.0320703376471258,0.0592444984158757,2.0,0.7011310015617208,6.185544716912487,-2.8508792895388617,1.425589101236167,86.66666666666667,-0.0500689508857506,6766101.0,-0.3413158363778512,4.201196651762879,5.699079904127371,0.0011805268,0.977,3.1001904761904764e-05
2025-03-03,86220.61,0.0846487185686889,54.42384148659404,41.06229458463596,0.0836846243888123,43.7286706291739,0.0248984156381555,0.021281396475842,1.106691468609348,-0.0502678901408654,0.5432131131426458,0.5054562400294245,2145.573974609375,0.1712233331554589,-0.3119474434249242,0.0467909329241671,-0.2042664463556883,0.0315704721486205,0.0737916116491472,2.0,0.78604896400267,7.623114956397749,-4.026214063227563,1.7418024868591775,83.33333333333334,-0.0323704506381983,6766101.0,-0.9792187636265182,4.085742784318152,5.699193734849663,0.0010825087,1.065,2.842285714285714e-05
2025-03-04,87281.98,0.0848542654511123,49.92338108269196,40.2278525555962,0.0839929447124475,43.18853603052767,0.0248717803599523,0.021281396475842,1.0963280272404667,-0.049520111576762,0.5406313140402557,0.5734798840397063,2170.01513671875,0.2492281163493419,-0.2435526442775362,0.0188736006175549,-0.1949010113713203,0.0312297768436167,0.0622947122094252,2.0,0.8603583984588491,7.379906697750255,-3.0087259307610474,1.5694493573651265,80.0,-0.0413372840533655,6766101.0,-0.8944873196379854,4.116661923794544,5.69924951574477,0.0010967577,1.05,2.0270476190476185e-05
2025-03-05,90606.01,0.0848107995314112,42.83073640235051,38.80035777926417,0.0839277458328958,44.755417097531314,0.0247473842858297,0.021281396475842,1.0363283384420168,-0.0487605284710153,0.5387351744441964,0.5386609592719118,2241.977294921875,0.4220503174400686,-0.2227680734580118,0.0278481158590777,-0.2277632502249477,0.0331249721864328,0.1100372219472567,2.0,0.8998803412555512,6.154403911262825,-3.002447112827796,1.1041280556058155,76.66666666666667,-0.0440478506889211,6756764.0,-0.4833015701563225,4.155870074918592,5.697914016722059,0.0011269072,1.002,1.662142857142857e-05
2025-03-06,89931.89,0.0853903047157256,43.15679397311397,36.92588100351119,0.0847970036093673,46.90023193529163,0.0244889839942591,0.021281396475842,1.0445354168867,-0.0489374747103252,0.5367901403838364,0.4670856474685277,2202.476806640625,0.406174890783847,-0.1947219303797186,0.1281749940319226,-0.2074402767265263,0.034254169612397,0.1005180367420992,2.0,0.917935573816341,6.245222664804764,-2.3304348545593285,1.0922210039779314,73.33333333333333,-0.0490259906691569,6756764.0,-0.0688998071438062,4.1387905344227605,5.698366333482962,0.0011296129,1.267,1.5977619047619047e-05
2025-03-07,86801.75,0.0848554460152525,50.48140322009933,35.78390612099906,0.0839947155586577,50.85209744027095,0.0246541779670783,0.021281396475842,1.0923561100607344,-0.0483033138744524,0.5354036404463394,0.4470320920154149,2138.987548828125,0.272016324448017,-0.2327270173258124,0.1271311129517816,-0.1762951948940866,0.0232490220511145,0.0560378527715748,2.0,0.9539340804739758,8.641977896829115,-2.8714532699983786,1.42526624307683,70.0,-0.0552408217576225,6756764.0,-0.1032056256692681,4.102979877370384,5.69854387597497,0.0010825967,1.018,7.065714285714284e-06
2025-03-08,86222.45,0.0848525104244941,50.99397857366069,34.72350087295201,0.0839903121725201,54.586375699046044,0.0255511953795425,0.021281396475842,1.0861006286619987,-0.0451247785037689,0.5335276449601458,0.5376558617291519,2201.51025390625,0.266423268552323,-0.1811078953366831,0.2269958023352494,-0.174906697243603,0.0222168571156353,0.0515325708649538,2.0,0.9666461809423592,9.552807222729962,-3.044979315347553,0.4090253112243786,66.66666666666666,-0.0437821008333676,6756764.0,0.3296377322696864,4.106528505119588,5.698654355621628,0.0010758327,0.98,1.3679523809523807e-05
2025-03-09,80734.37,0.0829525638562844,51.58073430562111,34.6705597549305,0.0811403923202056,56.24410810169751,0.0249704813349076,0.0136997014888256,0.8494601802846452,-0.0460355515092563,0.5315636029434149,0.5634090892250391,2015.5091552734373,0.0592876860724356,-0.2313703909948227,0.2180534469131586,-0.1628555573223628,0.0194696428254854,0.0221543235073899,2.0,0.988370686741494,19.295428955681395,-4.265900771272448,0.6686093719541509,100.0,-0.0564443619241624,6756764.0,-0.3612848298669768,4.045926288157987,5.698734785413144,0.0010001795,1.067,2.1862857142857144e-05
